REGION,Region,LOCATION,Country,VAR,Variables,TIME,Time,Value,Flag Codes,Flags
REG1_5,All regions,AUS,Australia,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,AUS,Australia,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,0.4,NA,NA
REG1_5,All regions,AUS,Australia,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,0.6,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_ATT_1_RATE_ALL,Attitudes on role in the household,2023,2023,65.2,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_ATT_2_RATE_ALL,Attitudes on women's income,2023,2023,6.5,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_ATT_3_RATE_ALL,Attitudes on women's work and children,2023,2023,25.8,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,1.8,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,2.7,NA,NA
REG1_5,All regions,AUS,Australia,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,5,NA,NA
REG1_5,All regions,AUS,Australia,DF_DV_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,AUS,Australia,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,6.8,NA,NA
REG1_5,All regions,AUS,Australia,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,23,NA,NA
REG1_5,All regions,AUS,Australia,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,2,NA,NA
REG1_5,All regions,AUS,Australia,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,AUS,Australia,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,105.8,NA,NA
REG1_5,All regions,AUS,Australia,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,10.4,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_LND_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,51.1,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,98.6,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,100,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_WR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_WR_ATT_1_RATE_ALL,Attitudes on women's right to a job,2023,2023,6.8,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_WR_ATT_2_RATE_ALL,Attitudes on women's ability to be a business executive,2023,2023,10.7,NA,NA
REG1_5,All regions,AUS,Australia,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,40,NA,NA
REG1_5,All regions,AUS,Australia,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RCL_PV_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,AUS,Australia,RCL_PV_ATT_1_RATE_ALL,Attitudes on women's ability to be a political leader,2023,2023,12.6,NA,NA
REG1_5,All regions,AUS,Australia,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,38.4,NA,NA
REG1_5,All regions,AUS,Australia,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,81.5,NA,NA
REG1_5,All regions,AUS,Australia,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,11.6,NA,NA
REG1_5,All regions,AUS,Australia,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,52,NA,NA
REG1_5,All regions,AUS,Australia,RCL_AJ_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUS,Australia,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,60.4,NA,NA
REG1_5,All regions,AUS,Australia,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,32.1,NA,NA
REG1_5,All regions,AUS,Australia,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,48.5,NA,NA
REG1_4,Europe,AUT,Austria,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_4,Europe,AUT,Austria,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,1,NA,NA
REG1_4,Europe,AUT,Austria,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,2.8,NA,NA
REG1_4,Europe,AUT,Austria,DF_HR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,DF_HR_ATT_3_RATE_ALL,Attitudes on women's work and children,2023,2023,47.2,NA,NA
REG1_4,Europe,AUT,Austria,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,1.9,NA,NA
REG1_4,Europe,AUT,Austria,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,2.4,NA,NA
REG1_4,Europe,AUT,Austria,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,4.6,NA,NA
REG1_4,Europe,AUT,Austria,DF_DV_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_4,Europe,AUT,Austria,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,4,NA,NA
REG1_4,Europe,AUT,Austria,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,15,NA,NA
REG1_4,Europe,AUT,Austria,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,2.8,NA,NA
REG1_4,Europe,AUT,Austria,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_4,Europe,AUT,Austria,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,105.5,NA,NA
REG1_4,Europe,AUT,Austria,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,6.6,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_LND_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,51.2,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,99.9,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,100,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_WR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_WR_ATT_1_RATE_ALL,Attitudes on women's right to a job,2023,2023,13.7,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_WR_ATT_2_RATE_ALL,Attitudes on women's ability to be a business executive,2023,2023,14.1,NA,NA
REG1_4,Europe,AUT,Austria,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,32.8,NA,NA
REG1_4,Europe,AUT,Austria,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RCL_PV_LAW,Law,2023,2023,50,NA,NA
REG1_4,Europe,AUT,Austria,RCL_PV_ATT_1_RATE_ALL,Attitudes on women's ability to be a political leader,2023,2023,19.8,NA,NA
REG1_4,Europe,AUT,Austria,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,41,NA,NA
REG1_4,Europe,AUT,Austria,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,59.9,NA,NA
REG1_4,Europe,AUT,Austria,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,18.7,NA,NA
REG1_4,Europe,AUT,Austria,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,25.8,NA,NA
REG1_4,Europe,AUT,Austria,RCL_AJ_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,AUT,Austria,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,56.3,NA,NA
REG1_4,Europe,AUT,Austria,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,20.9,NA,NA
REG1_4,Europe,AUT,Austria,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,24.6,NA,NA
REG1_5,All regions,AUT,Austria,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,AUT,Austria,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,1,NA,NA
REG1_5,All regions,AUT,Austria,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,2.8,NA,NA
REG1_5,All regions,AUT,Austria,DF_HR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,DF_HR_ATT_3_RATE_ALL,Attitudes on women's work and children,2023,2023,47.2,NA,NA
REG1_5,All regions,AUT,Austria,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,1.9,NA,NA
REG1_5,All regions,AUT,Austria,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,2.4,NA,NA
REG1_5,All regions,AUT,Austria,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,4.6,NA,NA
REG1_5,All regions,AUT,Austria,DF_DV_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,AUT,Austria,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,4,NA,NA
REG1_5,All regions,AUT,Austria,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,15,NA,NA
REG1_5,All regions,AUT,Austria,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,2.8,NA,NA
REG1_5,All regions,AUT,Austria,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,AUT,Austria,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,105.5,NA,NA
REG1_5,All regions,AUT,Austria,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,6.6,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_LND_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,51.2,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,99.9,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,100,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_WR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_WR_ATT_1_RATE_ALL,Attitudes on women's right to a job,2023,2023,13.7,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_WR_ATT_2_RATE_ALL,Attitudes on women's ability to be a business executive,2023,2023,14.1,NA,NA
REG1_5,All regions,AUT,Austria,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,32.8,NA,NA
REG1_5,All regions,AUT,Austria,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RCL_PV_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,AUT,Austria,RCL_PV_ATT_1_RATE_ALL,Attitudes on women's ability to be a political leader,2023,2023,19.8,NA,NA
REG1_5,All regions,AUT,Austria,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,41,NA,NA
REG1_5,All regions,AUT,Austria,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,59.9,NA,NA
REG1_5,All regions,AUT,Austria,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,18.7,NA,NA
REG1_5,All regions,AUT,Austria,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,25.8,NA,NA
REG1_5,All regions,AUT,Austria,RCL_AJ_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,AUT,Austria,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,56.3,NA,NA
REG1_5,All regions,AUT,Austria,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,20.9,NA,NA
REG1_5,All regions,AUT,Austria,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,24.6,NA,NA
REG1_4,Europe,BEL,Belgium,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_4,Europe,BEL,Belgium,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,1.1,NA,NA
REG1_4,Europe,BEL,Belgium,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,2.2,NA,NA
REG1_4,Europe,BEL,Belgium,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,DF_HR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,1.2,NA,NA
REG1_4,Europe,BEL,Belgium,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,0.5,NA,NA
REG1_4,Europe,BEL,Belgium,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,0.6,NA,NA
REG1_4,Europe,BEL,Belgium,DF_DV_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,2.5,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,22,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,3.3,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,104.5,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,7.7,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_LND_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,50.8,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,99.4,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,98.7,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_WR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,34.5,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_PV_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,42.7,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,66.8,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_FM_PCT_1_RATE_M,Men's feeling of insecurity,2023,2023,18.6,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_FM_PCT_1_RATE_W,Women's feeling of insecurity,2023,2023,40.1,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_AJ_LAW,Law,2023,2023,0,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_AJ_PCT_1_SIGI,Share of women among those lacking confidence in the judicial system,2023,2023,46.6,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_AJ_PCT_1_RATE_M,Men's lack of confidence in the judicial system,2023,2023,37.6,NA,NA
REG1_4,Europe,BEL,Belgium,RCL_AJ_PCT_1_RATE_W,Women's lack of confidence in the judicial system,2023,2023,35.2,NA,NA
REG1_5,All regions,BEL,Belgium,DF_CM_LAW,Law,2023,2023,50,NA,NA
REG1_5,All regions,BEL,Belgium,DF_CM_PCT_1_RATE_M,Prevalence of boy child marriage (15-19 years old),2023,2023,1.1,NA,NA
REG1_5,All regions,BEL,Belgium,DF_CM_PCT_1_RATE_W,Prevalence of girl child marriage (15-19 years old),2023,2023,2.2,NA,NA
REG1_5,All regions,BEL,Belgium,DF_CM_PCT_2_RATE_W,Prevalence of girl child marriage (20-24 years old),2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,DF_HR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,DF_HR_PCT_1_RATIO,Female-to-male ratio of UCDW,2023,2023,1.2,NA,NA
REG1_5,All regions,BEL,Belgium,DF_HR_PCT_1_HOURS_M,Hours spent by men on UCDW,2023,2023,0.5,NA,NA
REG1_5,All regions,BEL,Belgium,DF_HR_PCT_1_HOURS_W,Hours spent by women on UCDW,2023,2023,0.6,NA,NA
REG1_5,All regions,BEL,Belgium,DF_DV_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,DF_IN_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_VAW_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_VAW_ATT_1_RATE_W,Attitudes justifying intimate-partner violence,2023,2023,2.5,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_VAW_PCT_1_RATE_W,Prevalence of lifetime intimate-partner violence,2023,2023,22,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_VAW_PCT_2_RATE_W,Prevalence of intimate-partner violence (last 12 months),2023,2023,3.3,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_FGM_LAW,Law,2023,2023,25,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_MW_PCT_1_RATIO,Male-to-female ratio at birth,2023,2023,104.5,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_RA_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RPI_RA_PCT_1_RATE_W,Unmet needs for family planning,2023,2023,7.7,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_LND_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_HSE_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_AFS_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_AFS_PCT_1_SIGI,Share of women among bank account owners,2023,2023,50.8,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_AFS_PCT_1_RATE_M,Men's bank account ownership,2023,2023,99.4,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_AFS_PCT_1_RATE_W,Women's bank account ownership,2023,2023,98.7,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_WR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RAPFR_WR_PCT_1_SIGI,Share of women among managers,2023,2023,34.5,NA,NA
REG1_5,All regions,BEL,Belgium,RCL_CR_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RCL_PV_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RCL_PV_PCT_1_SIGI,Women's representation in parliament,2023,2023,42.7,NA,NA
REG1_5,All regions,BEL,Belgium,RCL_FM_LAW,Law,2023,2023,0,NA,NA
REG1_5,All regions,BEL,Belgium,RCL_FM_PCT_1_SIGI,Share of women among those that feel unsafe,2023,2023,66.8,NA,NA
